_id,District,Name (English),Name (Chinese),School Type,Level,Address,Phone,Email,Country,Link
{'$oid': 'e02430f8c6b2ee37bb74e8c2'},Central & Western,Ying Wa Girls' School,英華女學校,Aided,Secondary,"76 Robinson Road, Hong Kong",25463151,school@ywgs.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=417&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '348e2daf79bddca0f02c41bf'},Southern,Aberdeen Baptist Lui Ming Choi College,香港仔浸信會呂明才書院,Aided,Secondary,18 Lei Tung Estate Rd Ap Lei Chau,25526875,info@ablmcc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=395&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '34960888d63c70c512616018'},Southern,Aberdeen Technical School,香港仔工業學校,Aided,Secondary,"1 Wong Chuk Hang Road, Aberdeen",25524141,office@ats.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=394&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'ed0df732cfe3dc2879ba2edc'},Eastern,Belilios Public School,庇理羅士女子中學,Gov't,Secondary,51 Tin Hau Temple Road,25718018,bps@edb.gov.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=27&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'f67b5cb9c1bf98bb9f92a34d'},Wan Chai,Buddhist Wong Fung Ling College,佛教黃鳳翎中學,Aided,Secondary,"11 Eastern Hospital Road, Causeway Bay, Hong Kong",25779485,bwc-mail@bwflc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=95&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '13c7f6820f4e2f6548deff14'},Southern,Caritas Chong Yuet Ming Secondary School,明愛莊月明中學,Aided,Secondary,53 Wah Fu Road Wah Fu Estate Pok Fu Lam HK,25510200,cym@ccym.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=229&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'd64bbf5d1701bae71f4c6112'},Sha Tin,Caritas Ma On Shan Secondary School,明愛馬鞍山中學,Aided,Secondary,2 Kam Ying Road Ma On Shan Shatin,26419733,mail@cmos.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=225&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '8296114f6751b04c92a64cdc'},Eastern,CCC Kwei Wah Shan College,中華基督教會桂華山中學,Aided,Secondary,62 Cloud View Road North Point,25711285,mail@ccckws.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=439&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'f6e4a913f138bcf01e049ad1'},Eastern,Chong Gene Hang College,張振興伉儷書院,Aided,Secondary,12 Cheung Man Road Chai Wan,25566081,info@cghc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=428&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '2ff2266321d0c33399b9a80f'},Eastern,Clementi Secondary School,金文泰中學,Gov't,Secondary,30 Fortress Hill Road North Point,25706411,css@edb.gov.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=160&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'fc3f4d6b17c502613262cd29'},Eastern,Cognitio College (HK),文理書院（香港）,Aided,Secondary,4 Sui Man Road Chai Wan,25567413,cognitiohk@cognitiohk.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=351&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'dc243dc13204ad723f099b9c'},Wan Chai,Concordia Lutheran School - North Point,北角協同中學,Aided,Secondary,20 Cloud View Road Hong Kong,25700331,office@clsnp.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=26&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '4d6eb76d5986757f8f656380'},Eastern,Fortress Hill Methodist Secondary School,炮台山循道衛理中學,Aided,Secondary,19 Fortress Hill Road North Point HK,25107688,info@fhms.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=235&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '96dd445973ad7dcdb64552db'},Eastern,Hon Wah College,漢華中學,DSS,Secondary,3 Harmony Road Siu Sai Wan HK,28171746,info@honwah.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=121&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '85933b9380ca0c14c2787eb8'},Southern,Hong Kong Sea School,香港航海學校,Aided,Secondary,13-15 Tung Tau Wan Road Stanley,28131561,email@hkss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=369&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'bdd1227adbd56c84a20e0bb5'},Southern,Hong Kong True Light College,香港真光書院,Aided,Secondary,1 Lei Tung Estate Road Apleichau,28711214,hktlcoff@hkstar.com,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=388&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '44b807153c202e7b88e9ea88'},Wan Chai,Hotung Secondary School,何東中學,Gov't,Secondary,1 Ka Ning Path Causeway Bay,25775433,hotungss@hotungss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=122&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '5c9f3ea45365ab39a199fe05'},Eastern,Islamic Kasim Tuet Memorial College,伊斯蘭脫維善紀念中學,Aided,Secondary,22 Tsui Wan Street Chai Wan,25709066,iktmc@learn.iktmc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=416&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '7628a6d07f7cdb69dd58d25e'},Eastern,Kiangsu-Chekiang College,蘇浙公學,DSS,Secondary,"20 Braemar Hill Road, North Point, Hong Kong",25702261,kcc@m.kcc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=329&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '726fc845ecbbe35eee437663'},Eastern,Lingnan Hang Yee Memorial Secondary School,嶺南衡怡紀念中學,Aided,Secondary,31 Siu Sai Wan Road Chai Wan,25764852,info@lhymss.net,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=197&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '44dcc6830b73b2e93af9586e'},Eastern,Lingnan Secondary School,嶺南中學,Aided,Secondary,6 Shing Hong Lane Heng Fa Chuen,28916966,info@lingnan.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=198&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '75c4e9d23a0e9f01eabef644'},Eastern,Precious Blood Secondary School,寶血女子中學,Aided,Secondary,338 San Ha Street Chai Wan,25704172,contact@pbss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=25&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'ceb222f87b691e9dc770f8a5'},Eastern,Pui Kiu Middle School,培僑中學,DSS,Secondary,190 Tin Hau Temple Road North Point,25662317,info@pkms.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=237&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'f0626d4ba65deae26a6016cc'},Southern,Pui Tak Canossian College,嘉諾撒培德書院,Aided,Secondary,200 Peel Rise Aberdeen Hong Kong,25540780,ptcc@ptcc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=150&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '98b69315d8611a803c5777ab'},Southern,Pui Ying Secondary School,培英中學,Aided,Secondary,"55 Wah Fu Road, Wah Fu Estate, Pokfulam, HK",25503632,info@puiying.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=238&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '9b9a073d51671f6bddb2499f'},Wan Chai,Queen's College,皇仁書院,Gov't,Secondary,120 Causeway Road Causeway Bay,25761992,info@qc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=128&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '880ce763997dcb022c0c2a05'},Southern,Sacred Heart Canossian College,嘉諾撒聖心書院,Aided,Secondary,2 Chi Fu Close Chi Fu Fa Yuen Pok Fu Lam HK,25506111,office@shcc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=154&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '26b67f876092e21f1e6b6c51'},Southern,San Wui Commercial Soc. Chan Pak Sha School,新會商會陳白沙紀念中學,Aided,Secondary,1 Shum Wan Road Aberdeen,25535324,school@cpss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=400&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'e65faa53c54a5975b762777b'},Yau Tsim Mong,Sir Ellis Kadoorie Secondary School (West Kowloon),官立嘉道理爵士中學（西九龍）,Gov't,Secondary,"22 Hoi Fan Road, Tai Kok Tsui, Kowloon",25761871,sekss100@edb.gov.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=117&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'f2163fae1ca950a32f9f2d9a'},Southern,S.K.H. Lui Ming Choi Secondary School,聖公會呂明才中學,Aided,Secondary,"2nd Lower G/F Fl - 6th Fls Wah Fu Estate 57 Wah Fu Road, Pokfulam, H. K.",25514121,contact@skhlmc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=290&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'c11bd2bbb9f6b314ed84ba8d'},Wan Chai,S.K.H. Tang Shiu Kin Secondary School,聖公會鄧肇堅中學,Aided,Secondary,9 Oi Kwan Road Wanchai,25742326,enquiry@tsk.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=283&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'e2e9348420053fc5a6e0a1a7'},Eastern,St. Joan of Arc Secondary School,聖貞德中學,Aided,Secondary,"55 Braemar Hill Road, North Point, Hong Kong",25785984,info@sja.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=316&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '0ad780ba4ec590e6ad2b3667'},Southern,St. Peter's Secondary School,聖伯多祿中學,Aided,Secondary,"21 Aberdeen Reservoir Road, Aberdeen, Hong Kong",25520080,email@stpeter.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=277&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '5a1076df4af08664b89aa203'},Wan Chai,Tang Shiu Kin Victoria Government Secondary School,鄧肇堅維多利亞官立中學,Gov't,Secondary,5 Oi Kwan Road Wan Chai,25736962,vgs-email@edb.gov.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=55&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'a786acfb5d75735ec864cd08'},Wan Chai,The True Light School of Hong Kong,香港真光中學,Aided,Secondary,50 Tai Hang Road,25760703,tloffice@tlmshk.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=389&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '65e306d769ee8999369b2ca8'},Yuen Long,TWGHs C.Y. Ma Memorial College,東華三院馬振玉紀念中學,Aided,Secondary,"Yau Shin Street Au Tau, Yuen Long",24439833,mail1@cyma.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=72&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '844aea8c17b7dcb763f4f8df'},Wan Chai,TWGHs Lee Ching Dea Memorial College,東華三院李潤田紀念中學,Aided,Secondary,18 Cloud View Road North Point,25715422,lcdmc@lcdmc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=69&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': 'c6e3290b6e8c46779a118ae2'},Southern,Yu Chun Keung Memorial College No. 2,余振強紀念第二中學,Aided,Secondary,1 Chi Fu Close Pokfulam,25518285,office@yck2.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=421&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D1
{'$oid': '1fc871c90a87d354ce58f085'},Eastern,Canossa College,嘉諾撒書院,Aided,Secondary,10 Hoi Chak Street Quarry Bay,25630272,info@canossa.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=155&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': 'bf4c78fa17694006e5da9e29'},Eastern,Caritas Chai Wan Marden Foundation Secondary School,明愛柴灣馬登基金中學,Aided,Secondary,330 San Ha Street Chai Wan,25584133,ccmss@ccmss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=221&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': 'bd3f4ccbe7a6ee205f29e934'},Eastern,Cheung Chuk Shan College,張祝珊英文中學,Aided,Secondary,11 Cloud View Road North Point Hong Kong,25706665,public@live.ccsc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=429&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': '09cc205491e75d28d2561db3'},Eastern,CNEC Lau Wing Sang Secondary School,中華傳道會劉永生中學,Aided,Secondary,323 San Ha Street Chai Wan,27156333,lws@lws.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=434&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': 'd3a720f5aa12367b15d14d9e'},Eastern,Fukien Secondary School (Siu Sai Wan),福建中學（小西灣）,Aided,Secondary,2 Fu Yee Road Siu Sai Wan Chai Wan,25669223,email@fss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=107&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': 'aff935c9eb93b450554045e7'},Eastern,Henrietta Secondary School,顯理中學,Aided,Secondary,"2 City Garden Road, North Point",25701466,hss-mail@henrietta.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=358&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': 'cc9d3b34ab9e4d512468eb1b'},Eastern,Hong Kong Chinese Women's Club College,香港中國婦女會中學,Aided,Secondary,2B Tai Cheong Street Sai Wan Ho,25684817,school@hkcwcc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=391&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': '76e79cf680322858b4fe8a66'},Eastern,Man Kiu College,閩僑中學,Aided,Secondary,81 Cloud View Rd. North Point,25784523,info@mkc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=220&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': 'bf012a55726d6ed52892fc1c'},Eastern,Munsang College (Hong Kong Island),港島民生書院,Aided,Secondary,26 Tai On Street Sai Wan Ho,25671666,info@imsc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=110&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': '08e90fb4506df88ec682586d'},Eastern,Salesian English School,慈幼英文學校,Aided,Secondary,16 Chai Wan Road Shau Kei Wan,28843581,admin@ssshk.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=45&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': '7e3da1a82cc6e01d5cb6cebb'},Eastern,Shau Kei Wan East Government Secondary School,筲箕灣東官立中學,Gov't,Secondary,40 Chai Wan Road Shaukeiwan,25602677,ses-mail@365.skwegss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=268&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': '71a09975281d21848ffaf972'},Eastern,Shau Kei Wan Government Secondary School,筲箕灣官立中學,Gov't,Secondary,42 Chai Wan Road Shaukeiwan,25603544,skwgss@edb.gov.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=269&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': '7bbfda293c66b851a448d7d7'},Eastern,SKH Li Fook Hing Secondary School,聖公會李福慶中學,Aided,Secondary,"Tsui Wan Estate, Tsui Wan Street, Chai Wan, HK",25605678,info@lfh.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=286&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': 'afb1d675a2ddd443948c3825'},Eastern,St. Mark's School,聖馬可中學,Aided,Secondary,18 Oi Yin Street Aldrich Bay Shaukeiwan,25601262,stmarks@stmarks.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=303&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
